Code CIS ;name;galenic;administration;commercialisation;drugs_class;family ;action ;posology ;recommandations;availibity
60295320;NICORETTE MENTHE GLACIALE 2 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée au xylitol et à l'acésulfame potassique;gomme à mâcher médicamenteux(se);voie buccale autre;Commercialisée;;;;;;
66196012;NICORETTE MENTHE GLACIALE 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée au xylitol et à l'acésulfame potassique;gomme à mâcher médicamenteux(se);voie buccale autre;Commercialisée;;;;;;
65735898;NICORETTE MICROTAB 2 mg, comprimé sublingual;comprimé;sublinguale;Commercialisée;;;;;;
66285258;NICORETTE MICROTAB CITRON 2 mg, comprimé sublingual;comprimé;sublinguale;Non commercialisée;;;;;;
62591460;NICORETTESKIN 10 mg/16 heures, dispositif transdermique;dispositif;transdermique;Commercialisée;;;;;;
62616878;NICORETTESKIN 15 mg/16 heures, dispositif transdermique;dispositif;transdermique;Commercialisée;;;;;;
67862848;NICORETTESKIN 25 mg/16 heures, dispositif transdermique;dispositif;transdermique;Commercialisée;;;;;;
69546553;NICORETTESPRAY 1 mg/dose, solution pour pulvérisation buccale;solution pour pulvérisation;voie buccale autre;Commercialisée;;;;;;
64593798;NICORETTESPRAY FRUITS ROUGES 1 mg/dose, solution pour pulvérisation buccale;solution pour pulvérisation;voie buccale autre;Commercialisée;;;;;;
63633204;NICOTINAMIDE RENAUDIN 100 mg/2 mL, solution injectable;solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
61129262;NICOTINAMIDE RENAUDIN 500 mg/5 mL, solution injectable;solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
69005619;NICOTINE EG 14 mg/24 h, dispositif transdermique;dispositif;transdermique;Commercialisée;;;;;;
67906013;NICOTINE EG 21 mg/24 h, dispositif transdermique;dispositif;transdermique;Commercialisée;;;;;;
69681960;NICOTINE EG 7 mg/24 h, dispositif transdermique;dispositif;transdermique;Commercialisée;;;;;;
67230236;NICOTINE EG FRUIT 2 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharine;gomme à mâcher médicamenteux(se);voie buccale autre;Commercialisée;;;;;;
66813969;NICOTINE EG FRUIT 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharine;gomme à mâcher médicamenteux(se);voie buccale autre;Commercialisée;;;;;;
61090507;NICOTINE EG MENTHE 2 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharinese;gomme à mâcher médicamenteux(se);voie buccale autre;Commercialisée;;;;;;
60723461;NICOTINE EG MENTHE 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharine;gomme à mâcher médicamenteux(se);voie buccale autre;Commercialisée;;;;;;
68085562;NICOTINELL FRUIT 2 mg SANS SUCRE, gomme à mâcher médicamenteuse;gomme à mâcher médicamenteux(se);voie buccale autre;Commercialisée;;;;;;
61491578;NICOTINELL FRUIT EXOTIQUE 2 mg, gomme à mâcher médicamenteuse;gomme à mâcher médicamenteux(se);voie buccale autre;Commercialisée;;;;;;
61019983;NICOTINELL MENTHE 1 mg, comprimé à sucer;comprimé à sucer;voie buccale autre;Commercialisée;;;;;;
65841346;NICOTINELL MENTHE 2 mg, comprimé à sucer;comprimé à sucer;voie buccale autre;Commercialisée;;;;;;
63329735;NICOTINELL MENTHE FRAICHEUR 2 mg SANS SUCRE, gomme à mâcher médicamenteuse;gomme à mâcher médicamenteux(se);voie buccale autre;Commercialisée;;;;;;
64334824;NICOTINELL MENTHE FRAICHEUR 4 mg SANS SUCRE, gomme à mâcher médicamenteuse;gomme à mâcher médicamenteux(se);voie buccale autre;Commercialisée;;;;;;
64935472;NICOTINELL TTS 14 mg/24 h, dispositif transdermique;dispositif;transdermique;Commercialisée;;;;;;
62267070;NICOTINELL TTS 21 mg/24 h, dispositif transdermique;dispositif;transdermique;Commercialisée;;;;;;
60401745;NICOTINELL TTS 7 mg/24 H, dispositif transdermique;dispositif;transdermique;Commercialisée;;;;;;
61556531;NIDREL 10 mg, comprimé;comprimé;orale;Non commercialisée;;;;;;
62717425;NIDREL 20 mg, comprimé;comprimé;orale;Non commercialisée;;;;;;
66932763;NIFEDIPINE ARROW L.P. 30 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;orale;Commercialisée;;;;;;
61387533;NIFEDIPINE EG L.P. 30 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;orale;Non commercialisée;;;;;;
62129870;NIFEDIPINE MYLAN L.P. 20 mg, comprimé à libération prolongée;comprimé à libération prolongée;orale;Commercialisée;;;;;;
61636187;NIFEDIPINE MYLAN L.P.30 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;orale;Commercialisée;;;;;;
65904960;NIFEDIPINE RANBAXY L.P. 30 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;orale;Non commercialisée;;;;;;
68540330;NIFEDIPINE RPG LP 20 mg, comprimé enrobé à libération prolongée;comprimé enrobé à libération prolongée;orale;Non commercialisée;;;;;;
64893386;NIFEDIPINE SANDOZ L.P. 30 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;orale;Commercialisée;;;;;;
66022232;NIFLUGEL 2,5 %, gel;gel;cutanée;Commercialisée;;;;;;
66085510;NIFLURIL 250 mg, gélule;gélule;orale;Commercialisée;;;;;;
60988883;NIFLURIL ADULTES 700 mg, suppositoire;suppositoire;rectale;Commercialisée;;;;;;
68820460;NIFLURIL ENFANTS 400 mg, suppositoire sécable;suppositoire sécable;rectale;Commercialisée;;;;;;
60300408;NIFUROXAZIDE ARROW 200 mg, gélule;gélule;orale;Non commercialisée;;;;;;
65615023;NIFUROXAZIDE BIOGARAN 200 mg, gélule;gélule;orale;Non commercialisée;;;;;;
67738754;NIFUROXAZIDE BIOGARAN CONSEIL 200 mg, gélule;gélule;orale;Non commercialisée;;;;;;
62982893;NIFUROXAZIDE EG LABO CONSEIL 200 mg, gélule;gélule;orale;Non commercialisée;;;;;;
61360123;NIFUROXAZIDE MYLAN 200 mg, gélule;gélule;orale;Non commercialisée;;;;;;
62554490;NIFUROXAZIDE TEVA 200 mg, gélule;gélule;orale;Non commercialisée;;;;;;
67759759;NIFUROXAZIDE TEVA CONSEIL 200 mg, gélule;gélule;orale;Non commercialisée;;;;;;
66380934;NIFUROXAZIDE ZENTIVA 200 mg, gélule;gélule;orale;Non commercialisée;;;;;;
68403755;NIFUROXAZIDE ZYDUS 200 mg, gélule;gélule;orale;Non commercialisée;;;;;;
61488347;NILEVAR 10 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
68123109;NIMBEX 2 mg/ml, solution injectable/pour perfusion;solution injectable pour perfusion;intraveineuse;Commercialisée;;;;;;
60224800;NIMBEX 5 mg/ml, solution injectable/pour perfusion;solution injectable pour perfusion;intraveineuse;Commercialisée;;;;;;
69241562;NIMENRIX, poudre et solvant pour solution injectable. Vaccin méningococcique conjugué des groupes A, C, W135 et Y;poudre et  solvant pour solution injectable;intramusculaire;Commercialisée;;;;;;
61339638;NIMOTOP 10 mg/50 ml, solution injectable pour perfusion;solution injectable pour perfusion;"intracisternale;intraveineuse";Commercialisée;;;;;;
65726536;NIMOTOP 30 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69663414;NINLARO 2,3 mg, gélule;gélule;orale;Commercialisée;;;;;;
66833683;NINLARO 3,0 mg, gélule;gélule;orale;Commercialisée;;;;;;
69537091;NINLARO 4,0 mg, gélule;gélule;orale;Commercialisée;;;;;;
67322542;NIPENT 10 mg, poudre pour solution pour injection, poudre pour solution pour perfusion;poudre pour solution pour injection ou pour perfusion;intraveineuse;Commercialisée;;;;;;
62854947;NIQUITIN 14 mg/24 heures, dispositif transdermique;dispositif;transdermique;Commercialisée;;;;;;
61056501;NIQUITIN 21 mg/24 heures, dispositif transdermique;dispositif;transdermique;Commercialisée;;;;;;
64598998;NIQUITIN 7 mg/24 heures, dispositif transdermique;dispositif;transdermique;Commercialisée;;;;;;
69341566;NIQUITIN MENTHE DOUCE 2 mg SANS SUCRE, comprimé à sucer édulcoré à l'aspartam;comprimé à sucer;voie buccale autre;Commercialisée;;;;;;
67976232;NIQUITIN MENTHE DOUCE 4 mg SANS SUCRE, comprimé à sucer édulcoré à l'aspartam;comprimé à sucer;voie buccale autre;Commercialisée;;;;;;
69708553;NIQUITIN MENTHE FRAICHE 2 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée au sorbitol et au xylitol;gomme à mâcher médicamenteux(se);voie buccale autre;Non commercialisée;;;;;;
62846498;NIQUITIN MENTHE FRAICHE 2 mg, comprimé à sucer édulcoré à l'aspartam;comprimé à sucer;voie buccale autre;Commercialisée;;;;;;
67224404;NIQUITIN MENTHE FRAICHE 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée au sorbitol et au xylitol;gomme à mâcher médicamenteux(se);voie buccale autre;Non commercialisée;;;;;;
68825393;NIQUITIN MENTHE FRAICHE 4 mg, comprimé à sucer édulcoré à l'aspartam;comprimé à sucer;voie buccale autre;Commercialisée;;;;;;
68284564;NIQUITIN MENTHE GLACIALE 2 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée au sorbitol et au xylitol;gomme à mâcher médicamenteux(se);voie buccale autre;Commercialisée;;;;;;
61405814;NIQUITIN MENTHE GLACIALE 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée au sorbitol et au xylitol;gomme à mâcher médicamenteux(se);voie buccale autre;Commercialisée;;;;;;
64283632;NIQUITINMINIS MENTHE FRAÎCHE 1,5 mg SANS SUCRE, comprimé à sucer édulcoré à l'acésulfame potassique;comprimé à sucer;voie buccale autre;Commercialisée;;;;;;
69183696;NIQUITINMINIS MENTHE FRAÎCHE 4 mg SANS SUCRE, comprimé à sucer édulcoré à l'acésulfame potassique;comprimé à sucer;voie buccale autre;Commercialisée;;;;;;
67837962;NIRVA 100 mg, gélule;gélule;orale;Commercialisée;;;;;;
66273170;NISIS 160 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
62204262;NISIS 40 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
62312829;NISIS 80 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
67507637;NISISCO 160 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61939017;NISISCO 160 mg/25 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
62422784;NISISCO 80 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
66595463;NITISINONE DIPHARMA 10 mg, gélule;gélule;orale;Commercialisée;;;;;;
62524376;NITISINONE DIPHARMA 5 mg, gélule;gélule;orale;Commercialisée;;;;;;
63259799;NITISINONE MDK 10 mg, gélule;gélule;orale;Commercialisée;;;;;;
60513598;NITISINONE MDK 2 mg, gélule;gélule;orale;Commercialisée;;;;;;
64487446;NITISINONE MDK 5 mg, gélule;gélule;orale;Commercialisée;;;;;;
67688899;NITRENDIPINE MYLAN 10 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
68126062;NITRENDIPINE MYLAN 20 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
69547317;NITRIATE, poudre lyophilisée et solution pour préparation injectable (I.V.);poudre et  solution pour préparation injectable;intraveineuse;Non commercialisée;;;;;;
62916135;NITRICUM ACIDUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
64687411;NITRICUM ACIDUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
62929951;NITRICUM ACIDUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  poudre et  solution en gouttes en gouttes;"orale;sublinguale";Commercialisée;;;;;;
60439087;NITRIDERM TTS 10 mg/24 h, dispositif transdermique;dispositif;transdermique;Commercialisée;;;;;;
66838591;NITRIDERM TTS 15 mg/24 h, dispositif transdermique;dispositif;transdermique;Commercialisée;;;;;;
69091123;NITRIDERM TTS 5 mg/24 h, dispositif transdermique;dispositif;transdermique;Commercialisée;;;;;;
62903853;NITRONAL 1 mg/ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
65130778;NIVAQUINE 100 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
61551064;NIVAQUINE 25 mg/5 ml, sirop;sirop;orale;Commercialisée;;;;;;
65387858;NIVESTIM 12 MU/0,2 ml, solution injectable/pour perfusion;solution injectable ou pour perfusion;"intraveineuse;sous-cutanée";Commercialisée;;;;;;
69287684;NIVESTIM 30 MU/0,5 ml, solution injectable/pour perfusion;solution injectable ou pour perfusion;"intraveineuse;sous-cutanée";Commercialisée;;;;;;
69908842;NIVESTIM 48 MU/0,5 ml, solution injectable/pour perfusion;solution injectable ou pour perfusion;"intraveineuse;sous-cutanée";Commercialisée;;;;;;
69373941;NIZAXID 150 mg, gélule;gélule;orale;Commercialisée;;;;;;
69768949;NOCERTONE 60 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
67427632;NOCTAMIDE 1 mg, comprimé sécable;comprimé sécable;orale;Non commercialisée;;;;;;
65422953;NOCTAMIDE 2 mg, comprimé sécable;comprimé sécable;orale;Non commercialisée;;;;;;
66385970;NOCTIUM, sirop;sirop;orale;Non commercialisée;;;;;;
68561883;NOCTYL 15 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Non commercialisée;;;;;;
68948990;NODEX ADULTES, sirop en récipient unidose;sirop;orale;Commercialisée;;;;;;
61961476;NOLVADEX 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
60328432;NOLVADEX 20 mg, comprimé enrobé;comprimé enrobé;orale;Commercialisée;;;;;;
62673690;NOMEGESTROL ARROW 5 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
62770926;NOMEGESTROL BIOGARAN 5 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
60661312;NOMEGESTROL EG 5 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
64671670;NOMEGESTROL MYLAN 5 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
61087799;NOMEGESTROL SANDOZ 5 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
61925206;NOMEGESTROL ZENTIVA 5 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
65569864;NONAN, solution injectable pour perfusion I.V.;solution injectable pour perfusion;intraveineuse;Non commercialisée;;;;;;
67828290;NOOTROPYL 1200 mg, solution buvable en ampoule;solution buvable;orale;Non commercialisée;;;;;;
63426508;NOOTROPYL 20 %, solution buvable;solution buvable;orale;Commercialisée;;;;;;
67408144;NOOTROPYL 3 g/15 ml, solution injectable en ampoule;solution injectable;intraveineuse;Commercialisée;;;;;;
62704335;NOOTROPYL 800 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64234749;NORADRENALINE (TARTRATE) AGUETTANT 2 mg/ml (SANS SULFITES), solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
60181402;NORADRENALINE (TARTRATE) RENAUDIN 0,5 mg/mL, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
61288421;NORADRENALINE (TARTRATE) RENAUDIN 1 mg/mL, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
61546829;NORADRENALINE HOSPIRA 2 mg/ml SANS SULFITES, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Non commercialisée;;;;;;
65104648;NORADRENALINE MYLAN 2 mg/ml SANS SULFITES, solution à diluer pour perfusion;solution à diluer pour perfusion;"intraveineuse;voie extracorporelle autre";Commercialisée;;;;;;
64803855;NORADRENALINE RENAUDIN 2 mg/ml SANS CONSERVATEUR, solution à diluer pour perfusion;solution à diluer pour perfusion;"gastrique;intraveineuse";Commercialisée;;;;;;
60447461;NORCHOLESTEROL IODE [131I] CIS BIO INTERNATIONAL 7,5 à 15 MBq/mL solution injectable [Référence: NORCHOL-131];solution injectable;intraveineuse;Commercialisée;;;;;;
65861854;NORCURON 10 mg, poudre pour solution injectable;poudre pour solution injectable;intraveineuse;Non commercialisée;;;;;;
61056483;NORDAZ 15 mg, comprimé quadrisécable;comprimé quadrisécable;orale;Commercialisée;;;;;;
67581406;NORDAZ 7,5 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
67311325;NORDIMET 10 mg, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Commercialisée;;;;;;
61417987;NORDIMET 12,5 mg, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Commercialisée;;;;;;
63424973;NORDIMET 15 mg, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Commercialisée;;;;;;
69285434;NORDIMET 17,5 mg, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Commercialisée;;;;;;
61060987;NORDIMET 20 mg, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Commercialisée;;;;;;
65556144;NORDIMET 22,5 mg, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Commercialisée;;;;;;
64988507;NORDIMET 25 mg, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Commercialisée;;;;;;
62151087;NORDIMET 7,5 mg, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Commercialisée;;;;;;
65953612;NORDITROPINE FLEXPRO 10 mg/1,5 ml, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Commercialisée;;;;;;
62689787;NORDITROPINE FLEXPRO 15 mg/1,5 ml, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Commercialisée;;;;;;
66531208;NORDITROPINE FLEXPRO 5 mg/1,5 ml, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Commercialisée;;;;;;
60698990;NORDITROPINE NORDIFLEX 10 mg/1,5 ml, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Commercialisée;;;;;;
63063028;NORDITROPINE NORDIFLEX 15 mg/1,5 ml, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Commercialisée;;;;;;
64031567;NORDITROPINE NORDIFLEX 5 mg/1,5 ml, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Commercialisée;;;;;;
65942854;NORDITROPINE SIMPLEXX 10 mg/1,5 ml, solution injectable en cartouche;solution injectable;sous-cutanée;Commercialisée;;;;;;
67129778;NORDITROPINE SIMPLEXX 15 mg/1,5 ml, solution injectable en cartouche;solution injectable;sous-cutanée;Commercialisée;;;;;;
65604087;NORDITROPINE SIMPLEXX 5 mg/1,5 ml, solution injectable en cartouche;solution injectable;sous-cutanée;Commercialisée;;;;;;
69894392;NORFLOXACINE ARROW 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
62866052;NORFLOXACINE BIOGARAN 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
65616470;NORFLOXACINE CRISTERS 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
68557867;NORFLOXACINE EG 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64700759;NORFLOXACINE MYLAN 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
64754454;NORFLOXACINE RANBAXY 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
67291972;NORFLOXACINE SANDOZ 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61574294;NORFLOXACINE TEVA 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
69563150;NORFLOXACINE ZENTIVA 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69281980;NORGALAX, gel rectal en récipient unidose;gel;rectale;Commercialisée;;;;;;
60812935;NORLEVO 1,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
69437098;NORMACOL LAVEMENT ADULTES, solution rectale, récipient unidose;solution;rectale;Commercialisée;;;;;;
64396480;NORMACOL LAVEMENT ENFANTS, solution rectale, récipient unidose;solution;rectale;Commercialisée;;;;;;
69973822;NORMAFIBE 62 g/100 g, granulés enrobés en sachet;granulés enrobé;orale;Commercialisée;;;;;;
61503895;NORMAFIBE 62 g/100 g, granulés enrobés en vrac;granulés enrobé en vrac;orale;Commercialisée;;;;;;
65109937;NORMOSANG 25 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
69614207;NORPROLAC 150 microgrammes, comprimé;comprimé;orale;Commercialisée;;;;;;
68713946;NORPROLAC 25 et 50 microgrammes, comprimé;comprimé et  comprimé;orale;Commercialisée;;;;;;
64129342;NORPROLAC 75 microgrammes, comprimé;comprimé;orale;Commercialisée;;;;;;
65124914;NORSET 15 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69551956;NORSET 15 mg/ml, solution buvable;solution buvable;orale;Non commercialisée;;;;;;
67851855;NORVIR 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
65102533;NORVIR 100 mg, poudre pour suspension buvable;poudre pour suspension buvable;orale;Commercialisée;;;;;;
63462422;NORVIR 80 mg/ml, solution buvable;solution buvable;orale;Non commercialisée;;;;;;
63411794;NOTEZINE 100 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
64849094;NOVACETOL (ASPIRINE PARACETAMOL), comprimé;comprimé;orale;Commercialisée;;;;;;
69578113;NOVANTRONE 10 mg/5 ml, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
64962170;NOVANTRONE 20 mg/10 ml, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
67853564;NOVATREX 2,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
65044350;NOVOEIGHT 1000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
67582344;NOVOEIGHT 1500 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
62333524;NOVOEIGHT 2000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
66990599;NOVOEIGHT 250 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
64266526;NOVOEIGHT 3000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
68274043;NOVOEIGHT 500 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
68778431;NOVOFEMME, comprimé pelliculé;comprimé pelliculé et  comprimé pelliculé pelliculé;orale;Commercialisée;;;;;;
61693569;NOVOMIX 30 FLEXPEN 100 Unités/ml, suspension injectable en stylo prérempli;suspension injectable;sous-cutanée;Commercialisée;;;;;;
67832552;NOVOMIX 30 PENFILL 100 Unités/ml, suspension injectable en cartouche;suspension injectable;sous-cutanée;Commercialisée;;;;;;
68182431;NOVOMIX 50 FLEXPEN 100 Unités/ml, suspension injectable en stylo prérempli;suspension injectable;sous-cutanée;Commercialisée;;;;;;
64239493;NOVOMIX 70 FLEXPEN 100 Unités/ml, suspension injectable en stylo prérempli;suspension injectable;sous-cutanée;Commercialisée;;;;;;
63576333;NOVONORM 0,5 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
67364819;NOVONORM 1 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
62522076;NOVONORM 2 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
61143073;NOVOPTINE 0,1 mg/0,4 ml, collyre en récipient unidose;collyre;ophtalmique;Commercialisée;;;;;;
61405134;NOVOPTINE 2,5 mg/10 ml, collyre en flacon;collyre;ophtalmique;Commercialisée;;;;;;
60468092;NOVOPULMON NOVOLIZER 200 microgrammes/dose, poudre pour inhalation;poudre pour inhalation;inhalée;Commercialisée;;;;;;
67008036;NOVOPULMON NOVOLIZER 400 microgrammes/dose, poudre pour inhalation;poudre pour inhalation;inhalée;Commercialisée;;;;;;
69482353;NOVORAPID 100 unités/ml, solution injectable;solution injectable;"intraveineuse;sous-cutanée";Commercialisée;;;;;;
61232223;NOVORAPID FLEXPEN 100 unités/ml, solution injectable en stylo prérempli;solution injectable;"intraveineuse;sous-cutanée";Commercialisée;;;;;;
65918860;NOVORAPID PENFILL 100 unités/ml, solution injectable en cartouche;solution injectable;"intraveineuse;sous-cutanée";Commercialisée;;;;;;
62278832;NOVORAPID PUMPCART 100 unités/ml, solution injectable en cartouche;solution injectable;"intraveineuse;sous-cutanée";Commercialisée;;;;;;
60932500;NOVOSEVEN 1 mg (50 KUI), poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
63886517;NOVOSEVEN 2 mg (100 KUI), poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
66390405;NOVOSEVEN 5 mg (250 KUI), poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
69705653;NOVOSEVEN 8 mg (400 KUI), poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
69380042;NOXAFIL 100 mg, comprimé gastro-résistant;comprimé gastro-résistant(e);orale;Commercialisée;;;;;;
65644772;NOXAFIL 300 mg, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
62076503;NOXAFIL 40 mg/ml, suspension buvable;suspension buvable;orale;Commercialisée;;;;;;
68320156;NOXAP 200 ppm mole/mole, gaz médicinal comprimé;gaz;inhalée;Commercialisée;;;;;;
67757936;NOXAP 800 ppm mole/mole, gaz médicinal comprimé;gaz;inhalée;Commercialisée;;;;;;
64429514;NOYADA 25 mg/5 ml, solution buvable;solution buvable;orale;Commercialisée;;;;;;
62231576;NOYADA 5 mg/5ml, solution buvable;solution buvable;orale;Commercialisée;;;;;;
68270422;NOZINAN 100 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
69074348;NOZINAN 100 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
69192161;NOZINAN 100 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
60548802;NOZINAN 25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
60669978;NOZINAN 25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
67348996;NOZINAN 25 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
64026417;NOZINAN 25 mg/ml, solution injectable en ampoule (I.M.);solution injectable;intramusculaire;Commercialisée;;;;;;
67477165;NOZINAN 40 mg/ml, solution buvable;solution buvable;orale;Commercialisée;;;;;;
60208447;NP100 PREMATURES AP-HP, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
66809426;NP2 ENFANTS AP-HP, solution pour perfusion;solution pour perfusion;intraveineuse;Non commercialisée;;;;;;
